blind_id,human_label,notes,reading_1_entailment_score,reading_2_entailment_score,reading_1_nli_label,reading_2_nli_label
T3A-0169,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001083,0.042866,neutral,neutral
T3A-1024,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001389,0.002353,neutral,neutral
T3A-1020,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.006364,0.001706,contradiction,neutral
T3A-0037,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001530,0.000912,neutral,neutral
T3A-0194,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.023362,0.010792,neutral,neutral
T3A-0243,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.016015,0.004965,neutral,neutral
T3A-0470,reading_2,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.053281,0.639694,contradiction,entailment
T3A-0728,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001443,0.001012,neutral,neutral
T3A-0398,reading_2,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.004077,0.621988,neutral,entailment
T3A-0465,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.010770,0.001586,neutral,neutral
T3A-0357,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.004074,0.004430,neutral,neutral
T3A-0799,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.007103,0.010090,neutral,neutral
T3A-0033,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000815,0.002616,neutral,neutral
T3A-0502,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002546,0.002112,contradiction,contradiction
T3A-0888,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.111176,0.004293,neutral,neutral
T3A-0305,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001451,0.001161,neutral,neutral
T3A-0160,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001203,0.000968,neutral,neutral
T3A-0212,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000983,0.001065,neutral,neutral
T3A-0414,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001045,0.001015,neutral,neutral
T3A-0829,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.034154,0.005944,neutral,neutral
T3A-0756,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002931,0.002763,neutral,neutral
T3A-0961,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001207,0.001292,neutral,neutral
T3A-0130,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.006087,0.002678,neutral,neutral
T3A-0099,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.004044,0.002696,neutral,neutral
T3A-0747,both_or_ambiguous,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.929144,0.916198,entailment,entailment
T3A-0652,reading_2,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.791534,0.953733,entailment,entailment
T3A-0688,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000960,0.001640,neutral,neutral
T3A-1071,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.003130,0.006270,neutral,neutral
T3A-0286,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000883,0.000650,neutral,neutral
T3A-0144,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002979,0.001949,neutral,neutral
T3A-0749,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000832,0.005118,neutral,neutral
T3A-0706,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001609,0.001658,neutral,neutral
T3A-0966,both_or_ambiguous,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.979782,0.977208,entailment,entailment
T3A-0269,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.005726,0.002128,neutral,neutral
T3A-0395,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.003043,0.004418,neutral,neutral
T3A-0734,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.004285,0.001552,neutral,neutral
T3A-0556,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000866,0.000969,neutral,neutral
T3A-0376,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.011399,0.007269,neutral,neutral
T3A-0574,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.032958,0.342357,neutral,neutral
T3A-0790,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.028617,0.025721,contradiction,neutral
T3A-0552,both_or_ambiguous,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.993228,0.989581,entailment,entailment
T3A-0496,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.011675,0.000361,contradiction,contradiction
T3A-0511,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.014343,0.017340,neutral,neutral
T3A-0666,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.010298,0.051326,neutral,contradiction
T3A-0984,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.066119,0.051372,contradiction,neutral
T3A-0003,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001051,0.000807,neutral,neutral
T3A-1082,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001024,0.000967,neutral,neutral
T3A-0873,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.007359,0.177248,neutral,neutral
T3A-0241,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002035,0.005100,neutral,neutral
T3A-0834,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.003499,0.001894,contradiction,contradiction
T3A-1007,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.010586,0.006039,neutral,neutral
T3A-0285,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001548,0.000765,neutral,neutral
T3A-0025,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.290465,0.270209,neutral,neutral
T3A-0181,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.006303,0.009388,neutral,neutral
T3A-0111,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.174553,0.026736,neutral,neutral
T3A-0423,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000810,0.000917,neutral,neutral
T3A-0235,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.004143,0.002384,neutral,neutral
T3A-0981,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001541,0.007872,neutral,neutral
T3A-0202,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.013899,0.017138,neutral,neutral
T3A-0993,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.007546,0.022225,neutral,neutral
T3A-0012,reading_2,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.060656,0.536427,neutral,entailment
T3A-1030,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002551,0.021847,neutral,neutral
T3A-0723,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002963,0.002578,neutral,neutral
T3A-0275,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001138,0.000840,neutral,neutral
T3A-0412,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001252,0.001362,neutral,neutral
T3A-0941,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.010050,0.007440,neutral,neutral
T3A-1053,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.003627,0.024757,neutral,neutral
T3A-0818,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.405131,0.062420,neutral,neutral
T3A-0098,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001180,0.000982,neutral,neutral
T3A-0527,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000842,0.000657,neutral,neutral
T3A-0168,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.003486,0.003673,neutral,neutral
T3A-0507,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002090,0.005663,neutral,neutral
T3A-1054,reading_2,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.061581,0.981411,neutral,entailment
T3A-0215,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.010700,0.005419,neutral,neutral
T3A-0490,both_or_ambiguous,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.991793,0.993339,entailment,entailment
T3A-0339,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.005581,0.004845,neutral,neutral
T3A-0026,both_or_ambiguous,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.987179,0.979083,entailment,entailment
T3A-0050,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.015266,0.004155,neutral,neutral
T3A-0073,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000785,0.000816,neutral,neutral
T3A-0127,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002635,0.003558,neutral,neutral
T3A-0385,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000768,0.000721,neutral,neutral
T3A-0582,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000801,0.000897,neutral,neutral
T3A-0417,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.003783,0.002591,contradiction,contradiction
T3A-0542,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.068650,0.005635,contradiction,neutral
T3A-0124,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001626,0.001705,neutral,neutral
T3A-0302,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.014113,0.007843,neutral,neutral
T3A-0664,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001897,0.001894,neutral,neutral
T3A-0674,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002869,0.004747,neutral,contradiction
T3A-0264,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.004288,0.004150,neutral,neutral
T3A-0875,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.039871,0.022356,contradiction,neutral
T3A-0375,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.023441,0.024156,neutral,neutral
T3A-0566,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.017275,0.003481,contradiction,contradiction
T3A-0683,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.008450,0.021190,neutral,neutral
T3A-1062,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001246,0.001079,neutral,neutral
T3A-0933,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001346,0.001656,neutral,neutral
T3A-0504,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000776,0.000701,neutral,neutral
T3A-1080,reading_2,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.257688,0.984158,neutral,entailment
T3A-0105,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.003907,0.006620,neutral,neutral
T3A-0238,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001020,0.005174,neutral,neutral
T3A-0563,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001194,0.000955,neutral,neutral
T3A-1064,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.027793,0.020360,neutral,neutral
T3A-0992,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.003901,0.001729,neutral,neutral
T3A-0607,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.013149,0.003963,contradiction,neutral
T3A-0031,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.006973,0.009876,neutral,neutral
T3A-0724,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001776,0.002182,neutral,neutral
T3A-0233,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.024450,0.186122,contradiction,neutral
T3A-0153,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.018355,0.014794,contradiction,neutral
T3A-0208,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001596,0.001759,neutral,neutral
T3A-0126,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001410,0.001777,neutral,neutral
T3A-0615,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.047181,0.119240,neutral,neutral
T3A-0822,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.128223,0.023316,neutral,neutral
T3A-0692,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.013985,0.002903,neutral,neutral
T3A-0551,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.099768,0.089627,neutral,neutral
T3A-0322,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001263,0.002863,neutral,neutral
T3A-0255,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001010,0.001072,neutral,neutral
T3A-0505,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.006762,0.001628,neutral,neutral
T3A-0704,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.004993,0.001812,neutral,contradiction
T3A-0214,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.085046,0.037655,contradiction,contradiction
T3A-0555,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.004742,0.003438,neutral,neutral
T3A-1025,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002291,0.002124,neutral,contradiction
T3A-0136,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001059,0.001182,neutral,neutral
T3A-1069,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000762,0.000796,neutral,neutral
T3A-0346,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.015388,0.062521,contradiction,contradiction
T3A-0024,both_or_ambiguous,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.991555,0.987448,entailment,entailment
T3A-0042,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.006272,0.012403,neutral,neutral
T3A-0015,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.012909,0.022663,neutral,neutral
T3A-0938,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.137429,0.114908,contradiction,contradiction
T3A-0796,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001661,0.002630,neutral,neutral
T3A-0911,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.004331,0.003505,neutral,neutral
T3A-0486,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.278214,0.022405,neutral,neutral
T3A-0320,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.037347,0.005714,neutral,neutral
T3A-0789,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000815,0.000829,neutral,neutral
T3A-0605,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.004333,0.001798,neutral,neutral
T3A-0545,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001974,0.014628,neutral,neutral
T3A-0298,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002588,0.006209,neutral,contradiction
T3A-0304,reading_1,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.924387,0.001316,entailment,neutral
T3A-0916,both_or_ambiguous,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.885660,0.962369,entailment,entailment
T3A-0387,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.076719,0.046938,neutral,neutral
T3A-0621,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.009800,0.003498,contradiction,contradiction
T3A-0048,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001154,0.000857,neutral,neutral
T3A-0538,reading_2,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.124508,0.573686,neutral,entailment
T3A-0315,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001534,0.006273,neutral,neutral
T3A-0598,reading_1,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.507651,0.403354,entailment,neutral
T3A-0949,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.037635,0.018380,contradiction,neutral
T3A-0389,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.011665,0.012241,contradiction,neutral
T3A-0650,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.225557,0.007305,neutral,neutral
T3A-0379,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.015833,0.006571,neutral,neutral
T3A-0326,reading_1,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.574132,0.000959,entailment,neutral
T3A-0101,reading_1,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.993161,0.093915,entailment,neutral
T3A-0129,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.047354,0.061285,neutral,neutral
T3A-0812,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000614,0.000695,neutral,neutral
T3A-0146,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001588,0.001806,neutral,neutral
T3A-0603,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.005442,0.003597,neutral,contradiction
T3A-0952,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000987,0.002425,neutral,neutral
T3A-0116,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001737,0.002270,neutral,neutral
T3A-1027,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.033619,0.061032,neutral,neutral
T3A-1019,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002147,0.001602,neutral,neutral
T3A-0083,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001561,0.001254,neutral,neutral
T3A-0923,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.005250,0.003245,neutral,neutral
T3A-0156,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000680,0.000761,neutral,neutral
T3A-0559,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000631,0.000614,neutral,neutral
T3A-0849,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001207,0.001165,neutral,neutral
T3A-0935,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002164,0.008929,contradiction,contradiction
T3A-0655,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000921,0.001017,neutral,neutral
T3A-0258,both_or_ambiguous,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.972114,0.983875,entailment,entailment
T3A-1058,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000750,0.000593,neutral,neutral
T3A-0403,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001481,0.001544,neutral,neutral
T3A-0670,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001063,0.001090,neutral,neutral
T3A-0601,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001747,0.002629,neutral,neutral
T3A-0328,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002575,0.001984,contradiction,contradiction
T3A-0404,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000937,0.002204,neutral,neutral
T3A-0066,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.003419,0.001470,neutral,neutral
T3A-0813,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002498,0.003614,contradiction,neutral
T3A-0265,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.110817,0.052118,neutral,neutral
T3A-0349,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.038246,0.074237,neutral,neutral
T3A-0239,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000228,0.096833,contradiction,contradiction
T3A-0483,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.013286,0.004223,neutral,contradiction
T3A-0970,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001857,0.022069,neutral,neutral
T3A-0531,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.003009,0.001845,neutral,contradiction
T3A-0804,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.048226,0.019655,neutral,neutral
T3A-0497,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.005991,0.005053,neutral,neutral
T3A-0445,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.003788,0.005748,neutral,neutral
T3A-0295,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000933,0.000747,neutral,neutral
T3A-0987,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001176,0.001716,neutral,neutral
T3A-0211,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002652,0.000911,neutral,neutral
T3A-0270,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.008317,0.001610,contradiction,neutral
T3A-0246,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000877,0.001042,neutral,neutral
T3A-0369,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001223,0.007275,neutral,neutral
T3A-0368,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.000656,0.010446,neutral,neutral
T3A-0697,both_or_ambiguous,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.993120,0.940128,entailment,entailment
T3A-0737,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.012362,0.002335,neutral,neutral
T3A-0432,reading_2,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.751465,0.992142,entailment,entailment
T3A-0689,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.015020,0.005020,neutral,neutral
T3A-0861,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002039,0.001775,neutral,neutral
T3A-0067,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.045066,0.084346,neutral,neutral
T3A-0283,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.061057,0.087304,contradiction,contradiction
T3A-0931,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002304,0.000687,neutral,neutral
T3A-0189,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001071,0.003416,neutral,neutral
T3A-0477,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.059042,0.040776,neutral,neutral
T3A-0284,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.050509,0.046732,neutral,neutral
T3A-0533,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.019850,0.017297,neutral,neutral
T3A-0467,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.009122,0.018808,neutral,neutral
T3A-0253,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002780,0.007858,neutral,neutral
T3A-0991,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.002187,0.001199,neutral,neutral
T3A-0122,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.031319,0.071458,neutral,neutral
T3A-0072,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.124495,0.160137,neutral,neutral
T3A-0882,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.005134,0.036895,neutral,neutral
T3A-0717,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.329104,0.012147,neutral,neutral
T3A-1050,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.015708,0.021614,neutral,neutral
T3A-0115,both_or_ambiguous,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.993254,0.991985,entailment,entailment
T3A-0261,neither_or_invalid,auto_nli_roberta-large-mnli; threshold=0.5; not_human_annotation,0.001546,0.024763,neutral,neutral
