blind_id,instance_id,model_blind,ambiguous_sentence,ambiguity_side,gold_reading_1,gold_reading_2,gold_readings_extra,continuation,human_label,notes
T3A-1064,67_c,Model A,"To get in, you will need an entrance fee of $10 or your voucher and your driver's license.",premise,"To get in, you will need an entrance fee of $10 or both your voucher and your driver's icense.","To get in, you will need your driver's license and either an entrance fee of $10 or your voucher.",,"If you don't have one, you'll have to fill out a form and turn it in.",,
T3A-0992,46238,Model A,This is not to say that she did not love her children.,premise,"This is not to say that she did not love her children, because she did.","This is not to say that she did not love her children, though maybe she didn't.",,"She was a good mother, she was a good friend, and she was a good daughter, but she was not a good wife.",,
T3A-0607,4184,Model B,I can't believe that he ate an entire pizza by himself.,premise,I refuse to believe that he ate an entire pizza by himself.,I am shocked that he ate an entire pizza by himself.,,808 620 7641.,,
T3A-0031,104_c,Model B,"Today it is possible to buy cheap papyrus printed with gaudy Egyptian scenes in almost every souvenir shop in the country, but some of the most authentic are sold at The Pharaonic Village in Cairo where the papyrus is grown, processed, and hand-painted on site.",premise,"Today it is possible to buy cheap papyrus printed with gaudy Egyptian scenes in almost every souvenir shop in the country, but some of the most authentic — maybe even the only authentic — papyrus are sold at The Pharaonic Village in Cairo where the papyrus is grown, processed, and hand-painted on site.","Today it is possible to buy cheap papyrus printed with gaudy Egyptian scenes in almost every souvenir shop in the country. Though there are many places that sell authentic papyrus, some of the most authentic are sold at The Pharaonic Village in Cairo where the papyrus is grown, processed, and hand-painted on site.",,"The Pharaonic Village is also worthwhile for its re-creations of the 1920s and earlier including a 1930s living room,",,
T3A-0724,9139,Model A,The man was charged with second degree murder.,hypothesis,The man was charged only with second degree murder.,"The man was charged with second degree murder, possibly among other charges.",,He pleaded guilty in court.,,
T3A-0233,68210,Model B,They wanted to make a statement about the way that the world is.,premise,The statement they they wanted to make is about the way that the world is.,They wanted to make at least a statement about the way that the world is.,,They were bringing the news of a message of hope — that the Angels are here amongst us and they are here to help humanity.,,
T3A-0153,1438,Model B,I don't think we should have to pay for their mistakes.,premise,I don't think we should have to pay for their mistakes; they should.,I don't think we should have to pay for their mistakes; someone else should.,,Put that crap up front and charge it separately.,,
T3A-0208,72_c,Model A,There will be a lot of baby talk over brunch today.,premise,There will be a lot of talk about babies over brunch today.,There will be a lot of talk in the style of babies over brunch today.,,"I know a lot of people who already have babies, and I'm sure they will be excited to tell me about their babies.",,
T3A-0126,20021,Model A,I am failing English.,premise,I am going to fail English.,I currently have a failing grade in English.,,I am trying to write a short story about a week in London.,,
T3A-0615,31944,Model B,Some of the students in the class are intelligent.,hypothesis,"Some of the students in the class are intelligent, but not all of them.",At least some of the students in the class are intelligent.,,2.,,
T3A-0822,60_c,Model A,The peasants are revolting.,hypothesis,The peasants are a revolting people.,The peasants are staging a revolt.,,The king is not really in control of anything.,,
T3A-0692,97408,Model A,I'm getting a little sick of your complaints.,premise,I'm getting a little sick of the contents of your complaints.,I'm getting a little sick of how much you complain.,,"The game is pretty good, just a little slow in the beginning but that's fine.",,
T3A-0551,84754,Model B,I am not trying to say that we should all go out and buy a new car.,premise,I am not necessarily saying that we should all go out and buy a new car.,I do not believe that we should all go out and buy a new car.,,I simply want those that may be thinking of buying a new car to see that there are many ways to get a lower car payment each month.,,
T3A-0322,101467,Model A,"In a democracy, the will of the people is supposed to be reflected in the government.",premise,"In a democracy, the will of the people is supposed to be reflected in the government, even though it isn't always.","In a democracy, the will of the people is supposed to be reflected in the government, whether or not it always is.",,"In a republic, the will of the majority is supposed to be reflected in the government.",,
T3A-0255,22376,Model B,The research shows that happy people are more likely to be successful.,premise,Research has proved that happy people are more likely to be successful.,The particular piece of research concludes that happy people are more likely to be successful.,,"Breaking it down, you will find a few traits are common among successful people.",,
T3A-0505,4210,Model B,A possible explanation is that the results of the study are due to chance.,premise,"The results of the study are due to chance, which is a possible explanation.","It is possible that the results of the study are due to chance, which would provide an explanation.",,"8 patients with Gaucher disease were followed clinically and histologically, magnitude of change, and 95% confidence interval (CI) for the difference in in patients",,
T3A-0704,30056,Model A,I heard that the cat was stuck in the tree.,premise,I heard someone say that the cat was stuck in the tree.,I heard the sound of the cat stuck in the tree.,,My friend was crying.,,
T3A-0214,20187,Model A,"If you want to improve your health, you need to eat more vegetables.",premise,"In the case that you want to improve your health, you need to eat more vegetables.","Given that you want to improve your health, you need to eat more vegetables.",,"If you want to reduce pollution in the air, you need to clean up your act.",,
T3A-0555,90140,Model B,I was one of the best students in my class.,premise,"I was one of the best students in my class, maybe the best.","I was one of the best students in my class, though not the very best.",,"4th all American due to some crazy dynamics have a class that included Gareth Peirce, Laurie Platt, Josh Hewett - some of the best ever at",,
T3A-1025,35337,Model B,I don't think that we can blame them for their decision.,premise,I don't think that we can blame them for making the wrong decision.,"I don't think that we can blame them for their decision, as it was not wrong.",,"From its original meaning, the use of the word flame denoted a person who was being very insulting.",,
T3A-0136,21194,Model A,The river was swollen from the heavy rains and the current was very swift.,premise,The river was swollen just from the heavy rains and the current was very swift.,The river was swollen in part from the heavy rains and the current was very swift.,,"The length of the bridge was 100m, and it was located in the middle of the river.",,
T3A-1069,27088,Model B,The doctor told me that I had a rare disease.,premise,The doctor informed me that I had a rare disease.,The doctor said to me that I had a rare disease.,,Upon hearing those words all of a sudden my life flashed before my eyes in an other word...all I can say is I was feeling better than I have,,
T3A-0346,13_c,Model A,He is the strongest player on the team.,premise,He is the best player on the team.,He is the physically strongest player on the team.,,C: Translation: She is the strongest player on the team.,,
T3A-0024,16316,Model A,I don't think that the restaurant is very clean.,premise,I don't think that the restaurant is especially clean.,I think the restaurant is dirty.,,I don't think the restaurant is very clean.,,
T3A-0042,52_c,Model A,Giacomo believes several people in the room are counting cards.,premise,There are several individuals in the room who Giacomo believes to be counting cards.,Giacomo believes there are multiple people in the room counting cards.,,"He counts: 1, 2, 3, 4, 5, 6, 7, 8, 9, 1",,
T3A-0015,1502,Model B,A study done in 2006 found that people who read for pleasure on a daily basis had a significantly higher IQ than those who read less frequently.,premise,It was shown by a study done in 2006 that people who read for pleasure on a daily basis had a significantly higher IQ than those who read less frequently.,A study done in 2006 concluded that people who read for pleasure on a daily basis had a significantly higher IQ than those who read less frequently.,,12.,,
T3A-0938,83044,Model A,She's leaving for her vacation.,hypothesis,She's currently leaving for her vacation.,She's going to leave for her vacation.,,B:He's leaving for her vacation.,,
T3A-0796,28507,Model A,It is possible that he will get the job.,premise,"It is possible that he will get the job, though not probable.",There is a non-zero chance that he will get the job.,,"I don't know, but my guess is that it would require another press conference with Trump.",,
T3A-0911,69_c,Model B,The maid of the princess who scratched herself in public was terribly humiliated.,premise,"The maid, of the princess who scratched herself in public, was terribly humiliated.",The princess's maid who scratched herself in public was terribly humiliated.,,"755020 Splash, splashing, You won't believe this, Princess.",,
T3A-0486,81349,Model A,The exhibit is interactive.,hypothesis,Part of the exhibit is interactive.,All of the exhibit is interactive.,,The exhibit is driven by a projected wall.,,
T3A-0320,52718,Model A,It is not clear that a one-size-fits-all approach is the best way to deal with the problem.,premise,It is not obvious whether a one-size-fits-all approach is the best way to deal with the problem.,It is difficult to realize that a one-size-fits-all approach is the best way to deal with the problem.,,"The UK has a long history of dealing with refugees and immigration, but the specific circumstances of the current crisis are different from those of previous crises.",,
T3A-0789,31619,Model B,A bachelor's degree is required for the job.,hypothesis,A bachelor's degree is required for being considered for the job.,A bachelor's degree is required for performing the job.,,18 Other Skills - These other and combination skills are also commonly required for jobs by employers of Msc Geological Engineering jobs : 11 Produces geological maps (using,,
T3A-0605,35449,Model B,More than 50 languages are spoken by the novel's readers.,hypothesis,More than 50 languages are spoken across the novel's readers.,More than 50 languages are spoken by each of the novel's readers.,,"97% of them are women, and 800,000 of them have joined the reading clubs—community reading groups around the country that meet regularly to focus",,
T3A-0545,53256,Model B,"In the first half of the movie, the protagonist is trying to figure out what is going on.",premise,"In only the first half of the movie, the protagonist is trying to figure out what is going on.","In the first half of the movie and possibly for longer, the protagonist is trying to figure out what is going on.",,2.,,
T3A-0298,140_c,Model A,I don't taste anything fishy.,premise,I don't taste anything suspicious.,I don't taste anything similar to fish.,,"I've used it for years, and it's not a bad thing.",,
T3A-0304,5599,Model A,The conference will be held in Detroit on October 12.,premise,"The conference will be held in Detroit, starting on October 12.",The conference will be held in Detroit on October 12 and potentially other dates.,,The conference will be held in Detroit on October 12.,,
T3A-0916,54119,Model A,The conference center is where I will be waiting for you.,hypothesis,Inside the conference center is where I will be waiting for you.,By the conference center is where I will be waiting for you.,,The conference center is where I will be waiting for you.,,
T3A-0387,29252,Model B,I'm not sure if I understand.,premise,"I don't understand, unfortunately.",I'm not sure whether I understand or don't understand.,,You're running DPA on your balenaLocal server?,,
T3A-0621,47150,Model B,It is easy to predict the future.,hypothesis,It is generally easy to predict the future.,It is always easy to predict the future.,,"If you have had to do a cost to budget comparison, there are a certain amount of historic sheets already there for you to generate the report.",,
T3A-0048,97_c,Model A,I think he's at Google.,premise,I think he's on the Google campus.,I think he's employed at Google.,,"It's a shame, really.",,
T3A-0538,5708,Model A,"The law is a bit like a game, in that there are rules that must be followed in order to win.",premise,"The law is a bit like a game, and even maybe it is a game, in that there are rules that must be followed in order to win.","The law is a bit like a game, but it is not a game, in that there are rules that must be followed in order to win.",,"Just like the rules of the game, you must follow the rules of the law in order to win.",,
T3A-0315,48703,Model B,It's going to be hot today.,premise,It’s not hot right now but it’s going to be hot today.,It’s going to be hot today but it may or may not be hot right now,,"I'm grateful for central air conditioning, but most of the reasons I am equally grateful are network/rack environment related.",,
T3A-0598,65375,Model A,I realized that I had left my phone at home.,hypothesis,I had the realization that I had left my phone at home.,I was aware that I had left my phone at home.,,So I went back home and got my phone.,,
T3A-0949,29_c,Model B,Tanaka and Lilian built a cabin.,premise,Tanaka and Lilian each built a cabin.,Tanaka and Lilian built a cabin together.,,220 lilies.,,
T3A-0389,99204,Model B,"The cake was so dry, it was inedible.",hypothesis,"The cake was so dry, it was not suitable for eating.","The cake was so dry, it was not safe to eat.",,"The girls all looked, but finally one just gave the band I made to Ryan.",,
T3A-0650,6883,Model A,The company's sales increased by 10% last year.,hypothesis,The company's sales increased by at least 10% last year.,The company's sales increased by exactly 10% last year.,,"If last year's sales were 100%, then this year's sales would be 110% (100% +",,
T3A-0379,50_c,Model B,John gave all his students a book on Derrida.,premise,John gave all his students copies of the same book on Derrida.,"John gave all his students a book, and all the books were on Derrida.",,7.,,
T3A-0326,6852,Model A,We will be able to increase our production by 10 percent if we can get the additional machinery.,premise,"We will be able to increase our production by 10 percent, but only if we can get the additional machinery.","We will be able to increase our production by 10 percent if we can get the additional machinery, but it is possible that we are able to do this without the machinery too.",,We will be able to increase the production by 10 percent if we can get the additional machinery.,,
T3A-0101,78442,Model B,I can't find my keys.,hypothesis,I have not found my keys.,I am physically unable to find my keys.,,I can't find my keys.,,
T3A-0129,26524,Model B,I think that it is a good idea.,premise,"I think that it is a good idea, and may or may not be a great one.","I think that it is a good, but not great, idea.",,I applaud you for it.,,
T3A-0812,83923,Model A,He is such a talented musician that he could have been a professional.,premise,He is such a talented musician that he might have been a professional.,He is such a talented musician that he could have become a professional.,,Q: What he is?,,
T3A-0146,39987,Model A,I sometimes take my coffee with cream and sugar.,hypothesis,"I sometimes, but not always, take my coffee with cream and sugar.","I sometimes, and possibly always, take my coffee with cream and sugar.",,"So, if you like a little sweetness in your coffee, you can't buy the decaf stuff without additives.",,
T3A-0603,40717,Model B,Some people are under the impression that exercising in the morning is the best time to do so.,premise,Some people are under the false impression that exercising in the morning is the best time to do so.,Some people believe that exercising in the morning is the best time to do so.,,Other folks believe that late afternoon or evening is best.,,
T3A-0952,70388,Model A,"The more specific the question, the more specific the answer will be.",hypothesis,"In general, the more specific the question, the more specific the answer will be.","In every case, a more specific question has a more specific answer.",,Is the question open ended?,,
T3A-0116,16747,Model A,A possible explanation for his anger is that he was passed over for the promotion.,premise,"He was passed over for the promotion, which is a possible explanation for his anger.","It is possible that he was passed over for the promotion, which would explain his anger.",,"John felt that he was a strong candidate for the promotion, but he was ultimately not chosen.",,
T3A-1027,43810,Model B,The theory that the decrease in demand for goods and services is the primary cause of the decrease in the employment rate has not been supported by the evidence.,premise,The theory that the decrease in demand for goods and services is the primary cause of the decrease in the employment rate has been refuted by the evidence.,"The theory that the decrease in demand for goods and services is the primary cause of the decrease in the employment rate has not been supported by the evidence, which is still inconclusive.",,2.,,
T3A-1019,74761,Model B,They would have failed.,premise,The expectation is that they would have failed.,"If something had been different, they would have failed.",,Jim is being a pompus ass just for the sake of being a pompus ass.,,
T3A-0083,40091,Model B,The study found that people who slept for less than 7 hours a night were more likely to suffer from depression.,premise,The study discovered that people who slept for less than 7 hours a night were more likely to suffer from depression.,The study concluded that people who slept for less than 7 hours a night were more likely to suffer from depression.,,2 Insomnia is an anxiety disorder that needs to be addressed by a doctor like those at the Healthy Life Chiropractic Center.,,
T3A-0923,4728,Model B,The flu virus is spreading rapidly.,hypothesis,The flu virus is spreading rapidly among the population.,The flu virus is spreading rapidly in the environment.,,323 cases have been reported just this week leading to 4 deaths in Indiana so far.,,
T3A-0156,33_c,Model A,Jana wants to marry the tallest man in Fulsom County.,premise,"Jana wants to marry the tallest man in Fulsom County, whoever that may be.",Jana wants to marry someone who happens to be the tallest man in Fulsom County.,,"She knows that she is 4 feet tall, her twin brother Ben is 6 feet tall, her neighbor Eissa is 6 feet tall, and she",,
T3A-0559,78255,Model B,"The study found that the use of the word ""sucks"" in daily conversation had doubled since 1990.",premise,"The study discovered that the use of the word ""sucks"" in daily conversation had doubled since 1990.","The study came to the conclusion that the use of the word ""sucks"" in daily conversation had doubled since 1990.",,68% of successful employees relied on the word sucks whereas only 9% of low-performers.,,
T3A-0849,81844,Model B,The study found that the average person reads 25% slower from a screen than from paper.,premise,The study showed that the average person reads 25% slower from a screen than from paper.,The study concluded that the average person reads 25% slower from a screen than from paper.,,25%!,,
T3A-0935,26241,Model B,The cat slept through the storm.,premise,The cat slept through the duration of the storm.,The storm did not wake up the cat.,,At one point of Wednesday's storm a car was facing me.,,
T3A-0655,26677,Model B,The conference is being attended by the President.,hypothesis,The conference is currently being attended by the President.,The conference will be attended by the President.,,"It has the ability to outline the next generation of cyber security experts, [...]",,
T3A-0258,70966,Model A,It is not certain that the president will resign.,hypothesis,It is not known for certain that the president will resign.,It is not certainly true that the president will resign.,,It is not possible that the president will resign.,,
T3A-1058,9368,Model A,He was very happy.,hypothesis,He was a very happy person.,He was very happy at the party.,,Question: How did the writer feel?,,
T3A-0403,21_c,Model B,I think there are more affordable food options down the street.,premise,"I think there are more food options down the street that are affordable, too.",I think there are food options that are more affordable down the street.,,"12 Shackleford Ct, Brockport, NY 14420.",,
T3A-0670,103217,Model A,The study found that children who were read to more frequently had better reading comprehension skills.,premise,The study demonstrated that children who were read to more frequently had better reading comprehension skills.,The study concluded that children who were read to more frequently had better reading comprehension skills.,,"In this study, the researchers increased the number of times children were read to each week from an average of 13 times to 20 times",,
T3A-0601,5393,Model B,A lot of people are under the impression that the stock market is a place where you can make a lot of money quickly.,premise,A lot of people are under the mistaken impression that the stock market is a place where you can make a lot of money quickly.,A lot of people think that the stock market is a place where you can make a lot of money quickly.,,"However, making a good bit of money from the stock market does not happen overnight — at least not in most cases.",,
T3A-0328,125_c,Model A,"She took medication until she was 21, then took a seven-year break, which included therapy.",premise,"She took medication until she was 21, then took a seven-year break, which included a break from therapy.","She took medication until she was 21, then took a seven-year break, during which she still went to therapy.",,"When she turned 28 in 2012, she said she wanted to start medication again and was prescribed a generic stimulant.",,
T3A-0404,21_c,Model A,I think there are more affordable food options down the street.,premise,"I think there are more food options down the street that are affordable, too.",I think there are food options that are more affordable down the street.,,My favorite is the Michelin star restaurant in downtown Parkington.,,
T3A-0066,119_c,Model A,Paola drinks milk.,hypothesis,Paola drinks animal milk.,"Paola drinks milk, as in the white juice of certain plants.",,Paola drinks milk.,,
T3A-0813,63_c,Model B,He always flouts his mother's advice to follow his own dreams.,premise,"He always flouts his mother's advice, in order to follow his own dreams instead.","He always flouts his mother's advice, which is to follow his own dreams.",,2.,,
T3A-0265,70_c,Model B,An enranged cow injured a farmer with an ax.,premise,An enranged cow used an ax to injure a farmer.,An enranged cow injured a farmer who had an ax.,,Her owner was arrested.,,
T3A-0349,100_c,Model B,It should be right now.,premise,It should be correct now.,It should be at this moment.,,3928 E Lancaster Ave.,,
T3A-0239,61198,Model B,I'll be in the country.,hypothesis,I'll be in the countryside.,I'll be in the nation.,,"May need to get to the city a day or two to see Dogfood fix, but trying to keep the Ganja to an absolute minimum because of financial considerations",,
T3A-0483,109_c,Model B,Only Susan likes her painting.,hypothesis,No one likes Susan's painting except herself.,No one likes their painting except Susan.,,Hannah has many cats.,,
T3A-0970,1035,Model A,Some people believe that extraterrestrial life exists on other planets.,premise,"Some people, but not many, believe that extraterrestrial life exists on other planets.","Some people, and possibly many, believe that extraterrestrial life exists on other planets.",,"If this is the case, then we would not be alone in the universe.",,
T3A-0531,11_c,Model B,The majority of Georgians incarcerated in local jails have never been convicted of crime. They are simply too poor to pay their bail.,premise,The majority of Georgians incarcerated in local jails are not there because they were convicted of crime. They are simply too poor to pay their bail.,The majority of Georgians incarcerated in local jails have never been convicted of crime in their entire lives. They are simply too poor to pay their bail.,,96 to 98 percent of these pre-trial detainees will eventually be found innocent or get their charges greatly reduced.,,
T3A-0804,98_c,Model A,It is hard to work together when you don't speak the same language.,premise,It's hard to work together when you literally don't speak the same language.,It's hard to work together when you don't understand one another well.,,&gt; I think the issue is one of coming to a common language and understanding each others positions.,,
T3A-0497,61780,Model B,I am going to have to increase the amount of money I spend on groceries.,premise,I am going to increase the amount of money I spend on groceries out of necessity.,"I am going to need to increase the amount of money I spend on groceries, whether or not I actually do.",,Seriously.,,
T3A-0445,6615,Model B,I don't want to see the new Superman movie.,premise,I don't want to ever see the new Superman movie.,I don't want to watch the new Superman movie.,,"I haven't even remotely been inspired enough to read the comics, so I barely understand what the hell the movie's about.",,
T3A-0295,91_c,Model B,I would like to finish the book sometime this year.,premise,I would like to finish reading the book sometime this year.,I would like to finish writing the book sometime this year.,,"I wish I were one of those people who could actually learn from reading; I believe I first studied it with college Russian, in older translations, but I",,
T3A-0987,12669,Model B,The man was running towards the finish line.,premise,The man was running in the direction of the finish line.,The man was running to reach the finish line.,,His face determined.,,
T3A-0211,105_c,Model B,That's why we tried to kill you.,premise,That's the single reason we tried to kill you.,That's one reason we tried to kill you; there may be more reasons.,,No more Preacher in my head.,,
T3A-0270,3760,Model A,It's not too late to change your mind.,premise,You should change your mind; it's not too late.,"It's not too late to change your mind, if you wish.",,"However, you do need to be prepared to lose more weight before the wedding.",,
T3A-0246,60212,Model A,I didn't have enough money to buy a new car.,premise,I didn't have enough money to buy a new car; otherwise I would have bought one.,"I didn't have enough money to buy a new car, though I wouldn't necessarily have bought one either way.",,I had to buy one I could live with.,,
T3A-0369,84418,Model B,The awareness of the problem will increase.,hypothesis,The awareness of the problem among people will increase.,The depth of awareness of the problem will increase.,,"1, The Canadians and the US have first aid teams available when rescue activity is required.",,
T3A-0368,6788,Model A,The cost of living has increased by 1.3 percent since last year.,hypothesis,The cost of living has increased by only 1.3 percent since last year.,The cost of living has increased by at least 1.3 percent since last year.,,"To find the new cost, we need to calculate the increase amount and add it to the original cost.",,
T3A-0697,27_c,Model B,Lilian and Tanaka have two balloons.,premise,Lilian and Tanaka each have two balloons.,"Lilian and Tanaka have two balloons, together.",,1/3 of lilians is 2/3 Lilian and Tanaka have two balloons.,,
T3A-0737,55390,Model B,The company's sales increased by 3 percent last quarter.,hypothesis,The company's sales increased by (at least) 3 percent last quarter.,The company's sales increased by only 3 percent last quarter.,,- The company's sales soared by 40 percent last year.,,
T3A-0432,56_c,Model A,I can't believe that he's telling the truth.,premise,"He is telling the truth, and I am in disbelief.",I am unable to form the belief that he is telling the truth.,,"I'm not sure what his priors are on, but I can't believe that he's telling the truth.",,
T3A-0689,93090,Model B,I'm interested in money.,hypothesis,I'm interested in money as a subject.,I'm interested in making money.,,Very much so.,,
T3A-0861,51834,Model B,The union and the company have not been able to agree on a new contract.,premise,The union and the company have not been able to agree on a new contract during ongoing negotiations.,The union and the company have differing opinions on what might go in a new contract.,,"62 workers at a Walmart store in Mexicali, Mexico, have been on strike for 185 days.",,
T3A-0067,32403,Model B,I'm not sure that I'm ready to make a decision.,premise,I'm uncertain about whether I'm ready to make a decision.,I'm not ready to make a decision.,,"Lately, the Lord has been bringing situations and people to my attention that I must wrestle with.",,
T3A-0283,44_c,Model B,The professor said on Monday he would give an exam.,premise,The professor said on Monday that he would give an exam.,"The professor said that on Monday, he would give an exam.",,8 obvious fake news stories from Facebook.,,
T3A-0931,36_c,Model B,She wants to work with the professor with the largest lab in the department.,hypothesis,She wants to work with whichever professor in the department has the largest lab.,She wants to work with a professor who happens to have the largest lab in the department.,,What's your advice?,,
T3A-0189,9271,Model B,The fire started in the east wing of the building and spread quickly.,premise,The fire originated in the east wing of the building and spread quickly.,The fire started its path through the building in the east wing and spread quickly.,,3831 Castaneta Ave.,,
T3A-0477,84747,Model B,The survey found that more than a third of Americans have a negative view of the news media.,premise,The survey concluded that more than a third of Americans have a negative view of the news media.,The survey revealed that more than a third of Americans have a negative view of the news media.,,"That's the third highest among 44 countries, and it drops off only when the country of North Korea is taken into account.",,
T3A-0284,44_c,Model A,The professor said on Monday he would give an exam.,premise,The professor said on Monday that he would give an exam.,"The professor said that on Monday, he would give an exam.",,A.,,
T3A-0533,10829,Model B,The company has decided to get rid of its customer service department.,hypothesis,The company has decided to get rid of its existing customer service department.,The company has decided to no longer have a customer service department.,,"4 Connor Bazelak, M.",,
T3A-0467,71238,Model B,The editor's criticism was unexpected.,hypothesis,That the editor provided criticism was unexpected.,The contents of the editor's criticism was unexpected.,,2.,,
T3A-0253,13489,Model B,"In spite of the recession, many people are still going out to eat at restaurants.",premise,"In spite of the recession, many people are still going out to eat at restaurants relative to before.","In spite of the recession, there exists many people who are still going out to eat at restaurants.",,Take out is also maxing out at record numbers.,,
T3A-0991,46238,Model B,This is not to say that she did not love her children.,premise,"This is not to say that she did not love her children, because she did.","This is not to say that she did not love her children, though maybe she didn't.",,2 comments.,,
T3A-0122,103802,Model A,"It is not that I don't want to see the movie, it is that I don't have time.",premise,"I want to see the movie, but I don't have time.","It is not necessarily the case that I don't want to see the movie, it is that I don't have time.",,It is not that you don't understand.,,
T3A-0072,31825,Model A,The purpose of this paper is to explore the link between reading ability and employment outcomes.,premise,The purpose of this paper is to explore the existing link between reading ability and employment outcomes.,The purpose of this paper is to explore the possible link between reading ability and employment outcomes.,,Hypothesis: It is hypothesized that individuals with strong reading abilities will have better employment outcomes compared to those with weaker reading abilities.,,
T3A-0882,90_c,Model A,Carolyn had talked to two senators.,premise,Carolyn had talked to exactly two senators.,Carolyn had talked to at least two senators.,,"One was from New Hampshire, and the other was from New York.",,
T3A-0717,30922,Model B,The most effective way to deal with the problem is unknown.,hypothesis,The most effective way to deal with the problem is not known for certain.,The most effective way to deal with the problem is not one of the known candidates.,,It is extraordinarily demanding work and the objective analysis required is overly time consuming with ambiguous outcomes.,,
T3A-1050,94677,Model A,"In many ways, the American Revolution was a direct result of the Seven Years' War.",premise,"In many ways, though possibly not all ways, the American Revolution was a direct result of the Seven Years' War.","In many ways, though not all ways, the American Revolution was a direct result of the Seven Years' War.",,"After that war, the British decided to tax the colonies in order to pay off their debts from the war.",,
T3A-0115,16747,Model B,A possible explanation for his anger is that he was passed over for the promotion.,premise,"He was passed over for the promotion, which is a possible explanation for his anger.","It is possible that he was passed over for the promotion, which would explain his anger.",,1 Maybe Inge was angry with the manager because he was passed over for the promotion.,,
T3A-0261,4_c,Model B,I saw a crane on my walk.,premise,I saw a construction crane on my walk.,"I saw a crane, as in the bird, on my walk.",,It was huge.,,
T3A-0575,14603,Model B,I have a lot of friends who are artists.,premise,"I have a lot of friends who are artists, whether or not all of them are.","I have a lot of friends who are artists, though not all of them are.",,I know from my business that digital cameras and the Internet are magic for artists.,,
T3A-0959,79042,Model B,I find it difficult to believe that he was able to get the job done by himself.,premise,I find it difficult to believe the possibility that he was able to get the job done by himself.,I am really surprised that he was able to get the job done by himself.,,He is older than dirt and would have to have been in good shape to be able to finish what he started at four in the morning.,,
T3A-0090,92_c,Model A,"My roommate and I met the lawyer for coffee, but she became ill and had to leave.",premise,"My roommate and I met the lawyer for coffee, but the laywer became ill and had to leave.","My roommate and I met the lawyer for coffee, but my roommate became ill and had to leave.",,I stayed to talk with the lawyer.,,
T3A-0654,102113,Model A,It is important to remember that not all of the people who emigrated to the United States in the late 1800s were poor.,premise,"It is important to remember that although many of the people who emigrated to the United States in the late 1800s were poor, not all of them were.",It is important to remember that it is not the case that all of the people who emigrated to the United States in the late 1800s were poor.,,Many were middle class and educated.,,
T3A-0878,135_c,Model A,I'll be impressed if you get his T shirt.,hypothesis,I'll be impressed if you understand his T shirt.,I'll be impressed if you acquire his T shirt.,,-Who?,,
T3A-0815,35343,Model B,A watched pot never boils.,premise,A literal watched pot never boils.,A figurative watched pot never boils.,,"Well, some dishes are worth the wait.",,
T3A-0365,82735,Model B,The Department of Education is responsible for Title IX.,hypothesis,The Department of Education is responsible for enforcing Title IX.,The Department of Education is responsible for the creation of Title IX.,,There are also specific resources within our school community.,,
T3A-0535,36059,Model B,The poet's work is not about his homeland.,hypothesis,The poet's work is not relevant to his homeland.,The poet's work is not explicitly about his homeland.,,31 Mauser Automatic Pistols 1871-1932 includes a handsome lithographic cover depicting the Mauser pistol which held an unforgettable sway over the Orient's,,
T3A-0637,102411,Model B,The teacher told the students that they could pass the class if they worked hard.,hypothesis,The teacher told the students that they would be able to pass the class if they worked hard.,The teacher told the students that they might pass the class if they worked hard.,,3rd grade students doing a activity.,,
T3A-0149,79580,Model B,I couldn't find my glasses.,hypothesis,I wasn't able to find my glasses.,I had lost my glasses.,,The dog had evidently thrown them but which of the dogs?,,
T3A-0278,87325,Model A,It's not just because she's the boss's daughter that she gets whatever she wants.,premise,It's not only because she's the boss's daughter that she gets whatever she wants; there are other factors too.,It's the simple reason that she's the boss's daughter that explains how she gets whatever she wants.,,You've got to get to the bottom of the purity of the deal.,,
T3A-0516,118_c,Model A,"Even if dinner is with Alisa, it’s still worth it.",premise,"Even if dinner is with Alisa alone, it's still worth it.","Despite that dinner is with Alisa, it's still worth it.",,"I was going to buy the grill, but I'm not sure if I have the room for it.",,
T3A-0034,3578,Model A,The class will discuss how to write a research paper.,premise,The class is about how to write a research paper.,"The class will, at some point, discuss how to write a research paper.",,Procedure: 1.,,
T3A-0364,26_c,Model A,"Jon will wash his car, and Mary will too.",hypothesis,"Jon will wash his car, and Mary will wash hers.",Jon and Mary will both wash Jon's car.,,"Together, they will use 10 gallons of water.",,
T3A-0890,70407,Model A,"If an employee is fired for cause, the employer is not required to give the employee a severance package.",premise,"If an employee is fired for a cause, the employer is not required to give the employee a severance package; otherwise, the employer is required to do so.","At least in the case where an employee is fired for cause, the employer is not required to give the employee a severance package.",,"False: If an employee is fired for cause, the employer is required to give the employee a severance package.",,
T3A-0886,74717,Model A,You never told me what you wanted.,premise,It is not the case that you told me what you wanted.,You never told me what you wanted; I wish you had.,,I don't know how to interpret that question.,,
T3A-0164,24870,Model A,I was looking for my glasses and couldn't find them anywhere.,premise,"I was looking for my glasses earlier, and couldn't find them anywhere.",I was looking for my glasses and was ultimately unable to find them anywhere.,,"I looked in the drawer, in thelogen, on the table, under the table, on the floor, under the couch.",,
