blind_id,instance_id,model_blind,actual_model,source_file,original_continuation_index
T3A-0296,91_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,93
T3A-0297,140_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,75
T3A-0298,140_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,34
T3A-0299,96018,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,41
T3A-0300,96018,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,31
T3A-0301,3711,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,11
T3A-0302,3711,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,35
T3A-0303,5599,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,57
T3A-0304,5599,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,31
T3A-0305,9763,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,96
T3A-0306,9763,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,59
T3A-0307,35073,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,72
T3A-0308,35073,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,78
T3A-0309,34881,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,85
T3A-0310,34881,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,48
T3A-0311,72831,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,43
T3A-0312,72831,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,3
T3A-0313,40_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,63
T3A-0314,40_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,41
T3A-0315,48703,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,23
T3A-0316,48703,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,62
T3A-0317,22534,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,27
T3A-0318,22534,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,45
T3A-0319,52718,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,33
T3A-0320,52718,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,43
T3A-0321,101467,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,35
T3A-0322,101467,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,76
T3A-0323,81977,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,89
T3A-0324,81977,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,35
T3A-0325,6852,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,71
T3A-0326,6852,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,1
T3A-0327,125_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,66
T3A-0328,125_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,24
T3A-0329,96652,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,10
T3A-0330,96652,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,30
T3A-0331,93186,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,92
T3A-0332,93186,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,52
T3A-0333,84972,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,62
T3A-0334,84972,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,71
T3A-0335,60164,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,97
T3A-0336,60164,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,30
T3A-0337,31535,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,88
T3A-0338,31535,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,60
T3A-0339,124_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,82
T3A-0340,124_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,91
T3A-0341,92061,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,62
T3A-0342,92061,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,57
T3A-0343,38184,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,2
T3A-0344,38184,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,11
T3A-0345,13_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,37
T3A-0346,13_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,28
T3A-0347,85_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,51
T3A-0348,85_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,88
T3A-0349,100_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,31
T3A-0350,100_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,39
T3A-0351,76189,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,84
T3A-0352,76189,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,74
T3A-0353,45281,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,47
T3A-0354,45281,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,60
T3A-0355,15104,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,70
T3A-0356,15104,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,67
T3A-0357,45809,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,44
T3A-0358,45809,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,54
T3A-0359,12324,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,95
T3A-0360,12324,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,70
T3A-0361,59057,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,42
T3A-0362,59057,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,45
T3A-0363,26_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,89
T3A-0364,26_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,58
T3A-0365,82735,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,34
T3A-0366,82735,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,39
T3A-0367,6788,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,32
T3A-0368,6788,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,29
T3A-0369,84418,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,15
T3A-0370,84418,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,92
T3A-0371,17413,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,24
T3A-0372,17413,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,40
T3A-0373,73919,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,15
T3A-0374,73919,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,95
T3A-0375,34383,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,68
T3A-0376,34383,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,91
T3A-0377,141_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,23
T3A-0378,141_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,24
T3A-0379,50_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,27
T3A-0380,50_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,94
T3A-0381,48_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,61
T3A-0382,48_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,35
T3A-0383,100478,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,92
T3A-0384,100478,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,75
T3A-0385,55_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,97
T3A-0386,55_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,67
T3A-0387,29252,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,76
T3A-0388,29252,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,36
T3A-0389,99204,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,12
T3A-0390,99204,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,24
T3A-0391,101940,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,37
T3A-0392,101940,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,29
T3A-0393,83487,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,46
T3A-0394,83487,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,22
T3A-0395,75121,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,38
T3A-0396,75121,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,1
T3A-0397,27855,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,90
T3A-0398,27855,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,68
T3A-0399,21878,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,16
T3A-0400,21878,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,35
T3A-0401,106_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,5
T3A-0402,106_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,6
T3A-0403,21_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,70
T3A-0404,21_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,37
T3A-0405,85489,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,89
T3A-0406,85489,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,16
T3A-0407,888,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,81
T3A-0408,888,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,96
T3A-0409,114_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,62
T3A-0410,114_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,13
T3A-0411,43773,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,1
T3A-0412,43773,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,73
T3A-0413,89921,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,36
T3A-0414,89921,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,60
T3A-0415,49215,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,61
T3A-0416,49215,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,56
T3A-0417,129_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,43
T3A-0418,129_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,23
T3A-0419,12_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,6
T3A-0420,12_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,32
T3A-0421,42470,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,61
T3A-0422,42470,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,14
T3A-0423,99712,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,8
T3A-0424,99712,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,51
T3A-0425,14458,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,62
T3A-0426,14458,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,9
T3A-0427,77092,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,73
T3A-0428,77092,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,80
T3A-0429,7162,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,87
T3A-0430,7162,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,6
T3A-0431,56_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,19
T3A-0432,56_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,19
T3A-0433,72944,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,72
T3A-0434,72944,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,38
T3A-0435,92025,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,10
T3A-0436,92025,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,31
T3A-0437,65728,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,15
T3A-0438,65728,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,71
T3A-0439,17416,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,97
T3A-0440,17416,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,53
T3A-0441,95988,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,77
T3A-0442,95988,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,76
T3A-0443,75278,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,79
T3A-0444,75278,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,28
T3A-0445,6615,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,99
T3A-0446,6615,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,66
T3A-0447,38422,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,48
T3A-0448,38422,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,57
T3A-0449,46_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,56
T3A-0450,46_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,38
T3A-0451,39483,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,75
T3A-0452,39483,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,54
T3A-0453,12846,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,39
T3A-0454,12846,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,72
T3A-0455,76612,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,79
T3A-0456,76612,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,7
T3A-0457,1_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,78
T3A-0458,1_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,94
T3A-0459,7273,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,12
T3A-0460,7273,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,97
T3A-0461,31167,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,26
T3A-0462,31167,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,80
T3A-0463,101945,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,27
T3A-0464,101945,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,33
T3A-0465,553,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,84
T3A-0466,553,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,10
T3A-0467,71238,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,20
T3A-0468,71238,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,30
T3A-0469,81650,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,22
T3A-0470,81650,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,70
T3A-0471,89_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,9
T3A-0472,89_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,20
T3A-0473,74_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,0
T3A-0474,74_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,52
T3A-0475,101419,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,57
T3A-0476,101419,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,88
T3A-0477,84747,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,76
T3A-0478,84747,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,60
T3A-0479,97591,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,37
T3A-0480,97591,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,4
T3A-0481,56487,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,29
T3A-0482,56487,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,36
T3A-0483,109_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,90
T3A-0484,109_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,36
T3A-0485,81349,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,89
T3A-0486,81349,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,58
T3A-0487,30723,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,9
T3A-0488,30723,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,87
T3A-0489,55746,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,29
T3A-0490,55746,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,33
T3A-0491,46837,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,80
T3A-0492,46837,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,75
T3A-0493,21569,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,84
T3A-0494,21569,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,25
T3A-0495,8636,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,54
T3A-0496,8636,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,14
T3A-0497,61780,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,69
T3A-0498,61780,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,28
T3A-0499,1838,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,82
T3A-0500,1838,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,19
T3A-0501,59763,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,34
T3A-0502,59763,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,18
T3A-0503,131_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,9
T3A-0504,131_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,7
T3A-0505,4210,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,21
T3A-0506,4210,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,39
T3A-0507,22299,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,76
T3A-0508,22299,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,95
T3A-0509,62408,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,72
T3A-0510,62408,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,36
T3A-0511,3654,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,56
T3A-0512,3654,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,15
T3A-0513,16733,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,59
T3A-0514,16733,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,88
T3A-0515,118_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,38
T3A-0516,118_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,89
T3A-0517,942,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,51
T3A-0518,942,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,34
T3A-0519,95664,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,64
T3A-0520,95664,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,69
T3A-0521,85343,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,63
T3A-0522,85343,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,56
T3A-0523,59_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,10
T3A-0524,59_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,76
T3A-0525,36637,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,5
T3A-0526,36637,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,55
T3A-0527,74447,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,94
T3A-0528,74447,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,41
T3A-0529,97035,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,77
T3A-0530,97035,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,32
T3A-0531,11_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,3
T3A-0532,11_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,11
T3A-0533,10829,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,29
T3A-0534,10829,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,86
T3A-0535,36059,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,73
T3A-0536,36059,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,75
T3A-0537,5708,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,2
T3A-0538,5708,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,97
T3A-0539,123_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,86
T3A-0540,123_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,34
T3A-0541,22443,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,73
T3A-0542,22443,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,5
T3A-0543,8_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,97
T3A-0544,8_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,96
T3A-0545,53256,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,22
T3A-0546,53256,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,60
T3A-0547,39175,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,66
T3A-0548,39175,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,83
T3A-0549,76_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,56
T3A-0550,76_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,35
T3A-0551,84754,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,23
T3A-0552,84754,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,74
T3A-0553,15383,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,55
T3A-0554,15383,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,81
T3A-0555,90140,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,62
T3A-0556,90140,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,11
T3A-0557,82_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,60
T3A-0558,82_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,44
T3A-0559,78255,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,52
T3A-0560,78255,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,42
T3A-0561,110_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,41
T3A-0562,110_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,85
T3A-0563,38_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,13
T3A-0564,38_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,20
T3A-0565,51339,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,42
T3A-0566,51339,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,53
T3A-0567,99_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,88
T3A-0568,99_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,63
T3A-0569,101658,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,36
T3A-0570,101658,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,84
T3A-0571,117_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,51
T3A-0572,117_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,97
T3A-0573,54530,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,70
T3A-0574,54530,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,4
T3A-0575,14603,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,58
T3A-0576,14603,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,11
T3A-0577,94_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,40
T3A-0578,94_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,32
T3A-0579,53578,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,41
T3A-0580,53578,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,14
T3A-0581,62_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,98
T3A-0582,62_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,51
T3A-0583,67466,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,65
T3A-0584,67466,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,0
T3A-0585,37_c,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,84
T3A-0586,37_c,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,69
T3A-0587,59570,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,59
T3A-0588,59570,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,52
T3A-0589,58103,Model B,llama,results\task3\no_trailing_quotes\llama8b_ambiguous.json,6
T3A-0590,58103,Model A,llada,results\task3\no_trailing_quotes\llada8b_ambiguous.json,24
